城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,全部企业
扬州市,6696.0,95155,4,147329,1162065,2021,2331
扬州市,7105.0,92895,8,145907,1070475,2022,2997
扬州市,7423.0,108651,10,170801,1074398,2023,3677
承德市,1358.7278,42959,0,15566,570380,2015,35
承德市,1438.5741,47377,1,24083,607532,2016,56
承德市,404.6,63440,2,21410,663827,2017,78
承德市,1481.5102,67915,4,25418,715657,2018,97
承德市,1471.0,71921,5,18670,787054,2019,120
承德市,1550.0,74694,4,27377,813262,2020,158
承德市,1697.0,62361,4,26555,816557,2021,195
承德市,1780.0,59187,3,23016,844102,2022,293
承德市,1852.0,74817,3,30526,864835,2023,524
抚州市,1105.1377,33634,0,49486,560038,2015,55
抚州市,1210.907,36174,0,55699,571351,2016,74
抚州市,1354.57,58101,1,78134,622552,2017,106
抚州市,1382.4038,78459,2,102978,682226,2018,153
抚州市,1511.0,69159,2,130288,768167,2019,205
抚州市,1573.0,73104,1,148745,899268,2020,448
抚州市,1795.0,56815,2,149361,874027,2021,713
抚州市,1946.0,57506,3,207879,923003,2022,984
抚州市,2035.0,76150,5,248977,980158,2023,1280
抚顺市,1216.4773,39586,0,15075,175915,2015,27
抚顺市,865.0721,47310,0,4272,184715,2016,37
抚顺市,949.9,58921,1,2514,198551,2017,48
抚顺市,1048.8211,71464,1,3868,199602,2018,77
抚顺市,847.0,66466,1,2917,201322,2019,124
抚顺市,828.0,67485,1,4774,219680,2020,261
抚顺市,870.0,52470,1,3882,202168,2021,466
抚顺市,928.0,50050,2,3204,217033,2022,596
抚顺市,949.0,65445,1,2400,210599,2023,704
揭阳市,1890.0144,59171,0,14482,689495,2015,41
揭阳市,2006.8992,61003,0,33738,684154,2016,51
揭阳市,1987.8919,77346,0,19020,663597,2017,66
揭阳市,2152.4681,88339,2,37969,726410,2018,87
揭阳市,2102.0,81767,4,30494,769720,2019,118
揭阳市,2102.0,87956,10,31306,817278,2020,156
揭阳市,2265.0,78250,12,25112,901621,2021,286
揭阳市,2261.0,74172,14,19803,927947,2022,384
揭阳市,2445.0,90588,11,17191,906719,2023,548
攀枝花市,925.1839,14789,0,16906,260016,2015,31
攀枝花市,1014.6839,25319,0,14232,242045,2016,44
攀枝花市,1144.0,37998,0,13573,249453,2017,64
攀枝花市,1173.5238,38115,5,12494,253007,2018,79
攀枝花市,1010.0,37093,8,14904,271686,2019,108
攀枝花市,1041.0,43816,11,13104,273756,2020,145
攀枝花市,1134.0,21172,8,6589,268966,2021,229
攀枝花市,1221.0,21660,9,5878,258308,2022,283
攀枝花市,1304.0,43832,7,8300,259902,2023,348
新乡市,1975.0287,75991,0,31776,656518,2015,104
新乡市,2166.9705,84256,0,51131,664379,2016,139
新乡市,2357.76,98812,1,84934,696476,2017,185
新乡市,2526.5535,121944,2,95049,794769,2018,258
新乡市,2918.0,120018,5,112710,873974,2019,339
新乡市,3014.0,110266,7,100868,903300,2020,492
新乡市,3233.0,97078,9,105490,840425,2021,969
新乡市,3464.0,94585,8,137808,890771,2022,1372
新乡市,3348.0,114185,8,176565,931327,2023,1806
新余市,946.7964,20167,0,26284,197964,2015,38
新余市,1036.1912,29187,0,26742,208021,2016,51
新余市,1108.51,41106,1,25604,212330,2017,67
新余市,1027.3443,54150,2,24593,223886,2018,91
新余市,972.0,44182,2,26417,236193,2019,127
新余市,1001.0,51967,1,31414,257015,2020,250
新余市,1155.0,40784,2,27659,257918,2021,399
新余市,1252.0,35306,3,42907,293004,2022,541
新余市,1262.0,58264,5,49474,315222,2023,710
无锡市,8518.26,110847,0,359700,1264600,2015,921
无锡市,9210.02,129350,0,372400,1373400,2016,1150
无锡市,10511.8,145429,0,422110,1536353,2017,1449
无锡市,11438.62,155849,2,496770,1667250,2018,1790
无锡市,11852.0,153107,3,552100,1782000,2019,2243
无锡市,12370.0,139808,4,489234,2032688,2020,3744
无锡市,14003.0,120385,4,645468,2168942,2021,5749
无锡市,14851.0,121349,9,628900,2125000,2022,7504
无锡市,15456.0,164473,11,698997,2198255,2023,9513
日照市,1670.8,50008,0,22793,409078,2015,169
日照市,1802.49,61465,0,25252,449436,2016,238
日照市,2009.0,76145,1,41375,484538,2017,302
日照市,2202.17,82933,4,73908,538654,2018,407
日照市,1949.0,75318,16,91396,558964,2019,574
日照市,2006.0,77901,19,89918,595436,2020,884
日照市,2212.0,73121,19,76675,610481,2021,1409
日照市,2307.0,75853,14,79975,686608,2022,1959
日照市,2391.0,86013,14,121130,699631,2023,2521
昆明市,3968.0051,114077,0,144691,927118,2015,1123
昆明市,4300.078,137093,0,151578,1091141,2016,1379
昆明市,4858.0,162582,0,168930,1181689,2017,1693
昆明市,5206.8979,179647,1,180075,1300493,2018,2065
昆明市,6476.0,171617,4,188652,1356934,2019,2523
昆明市,6734.0,145230,5,168752,1433931,2020,3235
昆明市,7223.0,131812,3,186211,1446624,2021,4725
昆明市,7541.0,131394,2,148816,1415414,2022,7380
昆明市,7865.0,206579,5,88437,1418778,2023,14371
昭通市,708.3761,23952,0,7542,695024,2015,24
昭通市,765.5307,30316,0,8121,849456,2016,32
昭通市,832.45,41637,0,9494,999357,2017,51
昭通市,889.5404,45667,1,9779,1159186,2018,68
昭通市,1194.0,47125,3,10026,1102933,2019,90
昭通市,1289.0,48262,3,9147,1359733,2020,119
昭通市,1462.0,35028,2,7518,1248507,2021,211
昭通市,1541.0,37970,1,8110,1194563,2022,329
昭通市,1644.0,59733,4,6847,1184085,2023,473
晋中市,1046.1155,69165,0,19036,520349,2015,82
晋中市,1091.1041,75194,0,15134,459275,2016,108
晋中市,1284.9233,86420,0,24569,488690,2017,129
晋中市,1447.6039,85996,0,22871,530385,2018,174
晋中市,1460.0,81992,0,27282,538654,2019,222
晋中市,1469.0,85657,3,27473,587806,2020,291
晋中市,1844.0,76720,5,24208,596925,2021,552
晋中市,2112.0,76957,5,59423,640165,2022,798
晋中市,2091.0,96627,3,53888,619498,2023,1035
晋城市,1040.2416,37002,0,22428,372241,2015,82
晋城市,1049.34,45797,1,9704,336436,2016,106
晋城市,1151.5357,63124,1,13307,337864,2017,129
晋城市,1351.853,69323,1,15057,354831,2018,175
晋城市,1355.0,64740,0,28419,375418,2019,234
晋城市,1426.0,71602,3,34747,396119,2020,291
晋城市,1912.0,51021,5,25683,413349,2021,457
晋城市,2305.0,53013,5,26587,453159,2022,682
晋城市,2333.0,68461,3,36995,464313,2023,928
普洱市,514.0121,0,0,13067,345193,2015,17
普洱市,567.5443,0,0,14040,419007,2016,22
普洱市,624.59,12960,0,15395,478032,2017,27
普洱市,662.4768,32187,1,15083,485879,2018,38
普洱市,875.0,33905,3,14400,456759,2019,53
普洱市,945.0,30536,3,11696,497548,2020,69
普洱市,1029.0,37638,2,13281,521214,2021,107
普洱市,1073.0,33992,1,10091,503583,2022,179
普洱市,1091.0,53637,4,8152,506296,2023,286
景德镇市,772.0557,31804,0,26071,249324,2015,21
景德镇市,840.1484,41794,0,18680,262742,2016,30
景德镇市,878.25,57175,1,39606,278696,2017,49
景德镇市,846.5982,66292,2,26667,300890,2018,68
景德镇市,926.0,66224,2,46447,360764,2019,96
景德镇市,957.0,64290,1,51461,384616,2020,174
景德镇市,1102.0,62906,2,55304,390205,2021,274
景德镇市,1192.0,44411,3,69570,417406,2022,375
景德镇市,1201.0,65056,5,77450,439094,2023,496
曲靖市,1650.2574,42529,0,23858,868348,2015,65
曲靖市,1775.1063,61936,0,25665,941203,2016,77
曲靖市,1941.0,72981,0,27744,1146960,2017,94
曲靖市,2013.3556,75014,1,14754,1224509,2018,126
曲靖市,2638.0,71940,3,17074,1179724,2019,169
曲靖市,2959.0,66339,3,18394,1231347,2020,210
曲靖市,3394.0,58407,2,21258,1246507,2021,333
曲靖市,3802.0,62212,1,13971,1210737,2022,574
曲靖市,4049.0,83110,4,15155,1205316,2023,882
朔州市,901.1301,17293,0,9247,260394,2015,37
朔州市,918.064,20700,0,4645,240244,2016,51
朔州市,980.223,39709,0,8127,233470,2017,59
朔州市,1065.6332,47534,0,5616,268857,2018,75
朔州市,1062.0,41584,0,6581,272249,2019,95
朔州市,1100.0,51432,3,4538,287790,2020,133
朔州市,1421.0,35448,5,12979,281125,2021,186
朔州市,1536.0,41367,5,8273,346141,2022,265
朔州市,1539.0,50690,3,14263,423864,2023,385
朝阳市,854.7329,27380,0,5144,310194,2015,40
朝阳市,716.5334,33794,0,3364,328459,2016,50
朝阳市,762.7,42520,1,3797,375108,2017,64
朝阳市,831.4297,52793,1,4106,401693,2018,92
朝阳市,843.0,49985,1,4025,452435,2019,134
朝阳市,876.0,58619,1,4073,494893,2020,244
朝阳市,945.0,44694,1,4571,440862,2021,385
朝阳市,995.0,47497,2,2875,471194,2022,534
朝阳市,1044.0,56715,1,2535,468707,2023,647
本溪市,1164.6927,37756,0,12273,193262,2015,19
本溪市,766.7098,39612,0,5920,189195,2016,28
本溪市,777.1,49555,1,4933,190208,2017,40
本溪市,823.0867,54420,1,2700,161804,2018,54
本溪市,781.0,53171,1,2242,175673,2019,70
本溪市,810.0,59130,1,1447,183333,2020,98
本溪市,894.0,40594,1,2498,178490,2021,149
本溪市,931.0,39901,2,1895,183073,2022,185
本溪市,971.0,55066,1,2840,164844,2023,220
来宾市,557.6985,11047,0,6799,287280,2015,26
来宾市,589.1105,19628,0,4545,333314,2016,34
来宾市,663.692874,27740,0,2532,311471,2017,39
来宾市,692.4112,25008,3,2344,327919,2018,49
来宾市,654.0,23477,3,1794,316576,2019,70
来宾市,706.0,33728,6,2343,368833,2020,110
来宾市,833.0,21408,16,4684,413580,2021,168
来宾市,901.0,25643,23,18279,414664,2022,238
来宾市,981.0,44768,22,30280,426674,2023,299
杭州市,10050.2079,197380,0,701490,2234425,2015,3894
杭州市,11313.7223,236810,0,749190,2530114,2016,5063
杭州市,12603.36,430634,3,923236,2792968,2017,6632
杭州市,13509.1508,469447,5,1182090,3154350,2018,8782
杭州市,15373.0,418739,11,1481879,3635648,2019,11618
杭州市,16106.0,320490,16,1443254,4033432,2020,19739
杭州市,18109.0,263680,22,1796737,4662642,2021,28786
杭州市,18753.0,264055,22,2077342,5000916,2022,37565
杭州市,20059.0,409331,22,2429074,5601784,2023,47332
松原市,1637.3003,26909,0,2099,325241,2015,33
松原市,1651.6898,32004,0,4305,351450,2016,46
松原市,1372.5133,42423,2,2619,367008,2017,61
松原市,1373.6009,52664,4,1966,353325,2018,79
松原市,730.0,53743,4,6170,366459,2019,105
松原市,753.0,49914,2,4022,363000,2020,145
松原市,818.0,37875,6,3839,322000,2021,230
松原市,873.0,35932,7,1401,369074,2022,309
松原市,893.0,45557,9,5272,399127,2023,393
枣庄市,2031.0028,58767,0,12482,460601,2015,129
枣庄市,2142.6335,68768,0,16715,490993,2016,188
枣庄市,2303.67,77614,1,21150,508597,2017,250
枣庄市,2402.38,87607,4,28093,560080,2018,337
枣庄市,1694.0,82293,15,37152,587495,2019,478
枣庄市,1733.0,82252,18,26359,626752,2020,937
枣庄市,1952.0,68313,19,24046,648041,2021,1581
枣庄市,2039.0,68785,15,33308,733422,2022,2156
枣庄市,2157.0,88392,15,33509,763735,2023,2780
柳州市,2298.6169,63740,0,36043,669697,2015,203
柳州市,2476.9396,69885,0,41497,680635,2016,278
柳州市,2755.64244,85947,0,41332,707633,2017,370
柳州市,3053.6457,88189,3,38768,733122,2018,485
柳州市,3128.0,89139,3,56431,797454,2019,603
柳州市,3177.0,87317,6,42873,851989,2020,952
柳州市,3057.0,78086,18,50155,855933,2021,1453
柳州市,3109.0,74797,25,40867,843479,2022,1919
柳州市,3116.0,92836,24,26641,787578,2023,2265
株洲市,2335.1075,59716,0,76422,424953,2015,145
株洲市,2488.4543,70110,0,66079,533096,2016,187
株洲市,2530.01,87231,0,120030,544617,2017,232
株洲市,2631.5423,89962,1,176280,601984,2018,279
株洲市,3003.0,87676,4,258653,625141,2019,387
株洲市,3106.0,83158,5,363967,647965,2020,498
株洲市,3420.0,73951,8,315384,712870,2021,716
株洲市,3617.0,74471,11,405891,752317,2022,1056
株洲市,3668.0,91577,15,427348,776254,2023,1569
桂林市,1942.9668,73555,0,33405,656968,2015,187
桂林市,2054.8216,83394,0,35700,727542,2016,235
桂林市,2045.180726,96981,0,25574,772764,2017,295
桂林市,2003.6055,101076,4,26620,728032,2018,362
桂林市,2106.0,97194,4,27301,765734,2019,460
桂林市,2130.0,95568,7,27639,758734,2020,710
桂林市,2311.0,89046,16,24985,797936,2021,1150
桂林市,2436.0,87181,23,55422,822523,2022,1496
桂林市,2523.0,108049,22,57470,827670,2023,1821
梅州市,959.7781,42999,0,40733,683927,2015,72
梅州市,1045.5668,50939,0,35423,732294,2016,94
梅州市,1075.4252,69712,0,61918,787524,2017,137
梅州市,1110.2133,76928,2,82364,773781,2018,170
梅州市,1187.0,72509,4,69695,834771,2019,224
梅州市,1208.0,78925,10,52928,860623,2020,318
梅州市,1308.0,57290,12,22732,893339,2021,506
梅州市,1318.0,58431,14,18305,910840,2022,707
梅州市,1408.0,80016,11,22008,920739,2023,936
梧州市,1078.5858,32838,0,15257,430373,2015,29
梧州市,1175.6486,42750,0,10252,471369,2016,44
梧州市,1338.10497,68983,0,11509,497093,2017,53
梧州市,1029.847,70689,3,21149,474705,2018,76
梧州市,991.0,59480,3,14519,575193,2019,105
梧州市,1081.0,63014,6,18321,526388,2020,185
梧州市,1369.0,41564,16,26545,529843,2021,346
梧州市,1420.0,47398,23,44227,530337,2022,479
梧州市,1491.0,70163,22,41557,551209,2023,548
榆林市,2621.29,41484,0,19932,224686,2015,208
榆林市,2773.054,50229,0,56526,920029,2016,287
榆林市,3361.0,69297,1,60697,1016366,2017,360
榆林市,3848.619,77865,3,61855,1103075,2018,455
榆林市,4136.0,77784,5,40202,1241819,2019,566
榆林市,4090.0,74737,6,38118,1242882,2020,840
榆林市,5435.0,66620,4,50310,1306858,2021,1287
榆林市,6844.0,63295,2,186216,1471095,2022,1691
榆林市,7091.0,80507,1,195456,1537755,2023,2286
武威市,416.1872,21579,0,5952,269953,2015,30
武威市,461.7272,33402,0,291349,62808,2016,55
武威市,430.435933,29501,0,7472,306035,2017,75
武威市,469.2653,30916,2,7213,327658,2018,101
武威市,488.0,37212,2,8031,358948,2019,129
武威市,526.0,40299,3,11228,366836,2020,152
武威市,600.0,17128,1,6653,369065,2021,214
武威市,663.0,26999,2,18075,380471,2022,275
武威市,708.0,42074,1,27157,388964,2023,368
武汉市,10905.6,176113,0,681890,1842041,2015,2761
武汉市,11912.61,222418,0,864219,2310728,2016,3504
武汉市,13410.34,313635,3,1129906,2679919,2017,4456
武汉市,14847.29,333732,4,1344072,2599758,2018,5774
武汉市,16223.0,308929,5,1764277,2911958,2019,7804
武汉市,15616.0,239952,12,1526677,2929129,2020,9864
武汉市,17717.0,204767,28,1902166,3080660,2021,16332
武汉市,18866.0,203420,43,1777569,3218403,2022,23098
武汉市,20012.0,314617,40,1813716,3394781,2023,33155
毕节市,1461.3476,35512,0,24599,1117134,2015,26
毕节市,1625.79,40539,0,31597,1224705,2016,42
毕节市,1842.0,61195,0,106618,1297855,2017,56
毕节市,1921.4253,69098,2,167912,1483088,2018,78
毕节市,1901.0,68899,2,186433,1599114,2019,112
毕节市,2020.0,66965,2,182000,1700500,2020,167
毕节市,2181.0,61676,1,91100,1688700,2021,273
毕节市,2207.0,53126,3,49100,1726400,2022,484
毕节市,2302.0,68872,3,47612,1752961,2023,793
永州市,1418.1762,31007,0,21665,623193,2015,35
永州市,1565.8072,38393,0,23928,717648,2016,57
永州市,1652.65,57071,0,42140,764935,2017,75
永州市,1805.6499,78266,1,52193,840460,2018,100
永州市,2017.0,75910,4,74520,915699,2019,145
永州市,2108.0,74463,5,102795,964456,2020,183
永州市,2261.0,54526,8,121481,975298,2021,264
永州市,2410.0,56170,11,151942,1027675,2022,456
永州市,2496.0,75562,15,147071,1090493,2023,681
汉中市,1064.83,35692,0,15346,542477,2015,67
汉中市,1156.492,39321,0,17308,581332,2016,86
汉中市,1333.0,64511,1,18202,602428,2017,116
汉中市,1471.88,73218,3,19169,617950,2018,147
汉中市,1548.0,64677,5,27551,658860,2019,190
汉中市,1593.0,65908,6,27447,660298,2020,304
汉中市,1769.0,52798,4,43065,667396,2021,500
汉中市,1905.0,54066,2,46692,681622,2022,716
汉中市,1895.0,73255,1,64150,694972,2023,937
汕头市,1868.0251,84765,0,34155,737062,2015,155
汕头市,2080.9729,89380,0,58376,760300,2016,199
汕头市,2350.9749,106654,0,49200,789092,2017,266
汕头市,2512.0504,111781,2,39795,830271,2018,332
汕头市,2694.0,112820,5,63821,937080,2019,407
汕头市,2731.0,115839,11,54899,946561,2020,533
汕头市,2930.0,97676,13,65088,1022626,2021,813
汕头市,3017.0,96326,14,33417,946502,2022,1069
汕头市,3158.0,117980,11,36172,1013873,2023,1377
汕尾市,762.0631,36104,0,22498,397032,2015,25
汕尾市,828.4882,47685,0,36853,421750,2016,33
汕尾市,850.9064,66169,0,45660,408397,2017,43
汕尾市,920.3183,68215,2,59644,498080,2018,56
汕尾市,1080.0,64554,4,21029,555056,2019,81
汕尾市,1124.0,67935,10,33876,587092,2020,129
汕尾市,1288.0,50206,12,51258,600530,2021,249
汕尾市,1322.0,52635,14,37261,657772,2022,389
汕尾市,1431.0,70145,11,30353,597705,2023,518
江门市,2240.0243,77926,0,79850,641516,2015,133
江门市,2418.7806,84707,0,94638,671034,2016,173
江门市,2690.2505,100139,0,110216,732484,2017,222
江门市,2900.4073,106653,2,132816,796835,2018,292
江门市,3147.0,103862,4,153988,850385,2019,372
江门市,3201.0,99559,10,167329,870990,2020,483
江门市,3601.0,86476,12,175065,900034,2021,844
江门市,3773.0,84106,14,159334,900471,2022,1163
江门市,4022.0,102405,11,127247,901053,2023,1571
池州市,544.7404,16727,0,19072,197459,2015,33
池州市,589.0196,22072,0,17851,197653,2016,37
池州市,624.35,38367,1,12792,199971,2017,47
池州市,684.9253,48432,5,25808,220244,2018,64
池州市,832.0,46182,6,24401,236855,2019,78
池州市,869.0,49236,8,26987,251653,2020,114
池州市,1004.0,46930,5,27417,258655,2021,219
池州市,1079.0,40522,9,27505,275892,2022,315
池州市,1112.0,51281,11,38475,302270,2023,418
沈阳市,7272.3051,116591,0,234542,1075909,2015,1060
沈阳市,5546.4498,125365,0,223880,1151256,2016,1371
沈阳市,5784.7,167356,2,161669,1144224,2017,1814
沈阳市,6292.3981,192411,6,181126,1152055,2018,2315
沈阳市,6470.0,195604,7,199013,1184021,2019,2989
沈阳市,6572.0,164329,12,225712,1204395,2020,4858
沈阳市,7249.0,140274,9,234322,1130135,2021,7416
沈阳市,7696.0,135965,9,249351,1185792,2022,9716
沈阳市,8122.0,182360,3,349157,1211684,2023,12471
沧州市,3320.6328,72675,0,18456,1034550,2015,71
沧州市,3544.68,86680,1,43578,1066808,2016,92
沧州市,867.0,96951,2,46063,1220731,2017,121
沧州市,3676.4121,95558,4,57651,1306344,2018,153
沧州市,3588.0,92981,5,49422,1506790,2019,213
沧州市,3700.0,97031,4,59138,1557936,2020,272
沧州市,4163.0,83507,4,60020,1564740,2021,330
沧州市,4388.0,82096,3,48362,1615535,2022,468
沧州市,4440.0,96310,3,64472,1670410,2023,792
河池市,618.0346,23294,0,15162,538245,2015,26
河池市,657.1808,34177,0,12616,576263,2016,35
河池市,734.602398,49180,0,12191,610975,2017,51
河池市,788.2999,46376,3,11294,607146,2018,58
河池市,878.0,45677,3,8198,652973,2019,86
河池市,928.0,49302,6,6540,698946,2020,146
河池市,1042.0,34378,16,5590,711631,2021,241
河池市,1136.0,37365,23,48461,772882,2022,311
河池市,1163.0,59929,22,49977,788453,2023,388
河源市,810.0793,31387,0,45390,456155,2015,73
河源市,898.7162,43302,0,54133,542639,2016,102
河源市,946.160754518548,62302,0,43028,584167,2017,134
河源市,1006.0027,71275,2,75356,664558,2018,182
河源市,1080.0,67580,4,38868,718301,2019,243
河源市,1103.0,67962,10,34099,735815,2020,363
河源市,1274.0,53423,12,29531,714667,2021,595
河源市,1295.0,53643,14,18633,720420,2022,805
河源市,1348.0,73302,11,19775,744402,2023,967
泉州市,6137.7139,109901,0,123785,1228361,2015,643
泉州市,6646.6294,127524,0,132399,1286821,2016,843
泉州市,7547.83,135159,2,149060,1381903,2017,1081
泉州市,8467.9768,146733,9,146891,1480850,2018,1426
泉州市,9947.0,131667,16,157351,1509125,2019,1924
泉州市,10159.0,126326,16,179534,1624948,2020,2883
泉州市,11304.0,116063,13,183780,1670596,2021,4264
泉州市,12103.0,112219,10,215447,2051474,2022,5683
泉州市,12172.0,149218,14,249386,2140000,2023,7603
泰安市,3158.39,64948,0,41214,650584,2015,235
泰安市,3316.79,71429,0,34247,647517,2016,304
泰安市,3578.39,81506,1,41736,690131,2017,397
泰安市,3651.53,93435,4,32054,748958,2018,534
泰安市,2664.0,92866,15,40196,819343,2019,731
泰安市,2766.0,96164,18,35185,870469,2020,1138
泰安市,2997.0,85787,18,37279,918945,2021,2021
泰安市,3198.0,86451,14,49428,1013368,2022,2848
泰安市,3324.0,97335,14,57930,1061754,2023,3814
泰州市,3687.9,65900,0,112100,689500,2015,171
泰州市,4101.78,76060,0,116500,755900,2016,217
泰州市,4745.0,93683,0,132911,765702,2017,278
泰州市,5107.63,101339,2,151232,748948,2018,367
泰州市,5133.0,95739,3,177500,758600,2019,482
泰州市,5313.0,94682,4,115345,804043,2020,972
泰州市,6025.0,87771,4,158694,861564,2021,1506
泰州市,6402.0,82643,8,162265,882745,2022,1905
泰州市,6732.0,96967,10,154040,891359,2023,2442
泸州市,1353.4133,37870,0,35197,607605,2015,79
泸州市,1481.9105,52558,0,37880,668091,2016,100
泸州市,1596.0,74989,0,31324,693513,2017,135
泸州市,1694.9712,78156,5,30344,723746,2018,182
泸州市,2081.0,70576,8,51891,791341,2019,247
泸州市,2157.0,74088,11,43944,816570,2020,386
泸州市,2406.0,61970,8,47668,829934,2021,572
泸州市,2602.0,59840,9,29381,874155,2022,852
泸州市,2726.0,82900,7,16050,901437,2023,1076
洛阳市,3469.0273,82417,0,88889,857003,2015,226
洛阳市,3820.1075,86946,0,93307,944713,2016,310
洛阳市,4290.19,101949,1,135537,986725,2017,422
洛阳市,4640.7821,105462,2,190121,1086694,2018,565
洛阳市,5035.0,101572,6,259827,1128514,2019,760
洛阳市,5128.0,105830,9,271570,1203720,2020,1084
洛阳市,5447.0,99552,11,330267,1087832,2021,1951
洛阳市,5675.0,99175,10,362134,1113867,2022,2728
洛阳市,5482.0,117633,9,423702,1193503,2023,3631
济南市,6100.232,127909,0,114769,1163590,2015,2327
济南市,6536.1165,154500,0,118638,1308610,2016,2987
济南市,7152.0,206295,1,128982,1433433,2017,3814
济南市,7856.56,218461,9,210425,1530697,2018,4894
济南市,9443.0,212085,24,431758,1858212,2019,6626
济南市,10141.0,174679,33,396473,2110114,2020,10365
济南市,11432.0,165571,38,411774,2131020,2021,17010
济南市,12027.0,159359,42,282396,2503700,2022,22422
济南市,12757.0,217929,42,465282,2452843,2023,28254
济宁市,4013.1243,84377,0,80339,1140273,2015,350
济宁市,4301.82,90033,0,76727,1249685,2016,479
济宁市,4636.77,94814,1,72089,1309429,2017,632
济宁市,4930.58,103019,4,74910,1413531,2018,823
济宁市,4370.0,94356,15,86927,1496400,2019,1105
济宁市,4494.0,102651,18,78349,1593221,2020,1761
济宁市,5070.0,90365,18,76960,1688587,2021,3024
济宁市,5317.0,92866,14,77987,1861570,2022,4101
济宁市,5516.0,109009,14,87018,1948934,2023,5219
海东市,384.3963,2119,0,6794,288285,2015,9
海东市,422.7986,3610,0,4941,340521,2016,15
海东市,436.0,5044,1,4475,376605,2017,27
海东市,451.4606,9803,2,3625,380777,2018,36
海东市,497.0,8036,2,5279,392446,2019,47
海东市,514.0,11311,1,3237,438882,2020,75
海东市,555.0,11243,0,3205,365338,2021,139
海东市,563.0,16454,0,2794,387573,2022,185
海东市,580.0,27147,0,2834,405380,2023,209
海口市,1161.9648,86308,0,8284,337138,2015,830
海口市,1257.6653,99575,0,28162,313432,2016,1121
海口市,1390.5779,113669,1,10528,315243,2017,1406
海口市,1510.513,115386,4,24995,366352,2018,1904
海口市,1672.0,110781,4,23696,414403,2019,2924
海口市,1792.0,101288,3,25448,428570,2020,6911
海口市,2057.0,93574,2,22702,458165,2021,14719
海口市,2135.0,92777,7,41815,483768,2022,21983
海口市,2358.0,120636,10,56090,550322,2023,31365
淄博市,4130.24,76211,0,99933,849080,2015,306
淄博市,4412.01,80672,0,105312,938341,2016,410
淄博市,4771.36,95190,1,97567,966525,2017,515
淄博市,5068.35,93568,4,110275,1006701,2018,689
淄博市,3642.0,92455,15,154076,1021078,2019,930
淄博市,3673.0,97683,21,105241,1039080,2020,1440
淄博市,4201.0,88182,24,105260,1073189,2021,2410
淄博市,4403.0,91398,20,73008,1143585,2022,3230
淄博市,4562.0,114712,17,82100,1188470,2023,4089
淮北市,760.3904,25246,0,13449,222318,2015,48
淮北市,799.0337,32895,0,9646,256519,2016,64
淮北市,924.01,39998,1,15863,252501,2017,74
淮北市,985.1902,58191,5,10531,299658,2018,99
淮北市,1078.0,60620,6,8315,328446,2019,127
淮北市,1119.0,68715,8,25377,352703,2020,178
淮北市,1223.0,51358,5,79504,365553,2021,357
淮北市,1303.0,50157,9,88766,396734,2022,540
淮北市,1366.0,65739,13,84021,422291,2023,734
淮南市,901.0822,46076,0,23365,234068,2015,47
淮南市,963.8395,49628,0,29203,373112,2016,66
淮南市,1060.18,51829,1,35440,446697,2017,87
淮南市,1133.3064,57777,5,41055,454734,2018,120
淮南市,1296.0,69752,6,50272,479160,2019,162
淮南市,1337.0,75065,8,39849,483048,2020,225
淮南市,1457.0,66653,6,39892,490938,2021,393
淮南市,1541.0,61417,11,44905,510961,2022,568
淮南市,1602.0,71059,14,53397,546601,2023,847
淮安市,2745.09,57856,0,120500,787600,2015,130
淮安市,3048.0,66940,0,92900,778300,2016,199
淮安市,3328.88,85888,0,97407,856931,2017,262
淮安市,3601.25,95900,2,93497,798122,2018,330
淮安市,3871.0,93111,3,90700,843200,2019,433
淮安市,4025.0,93544,4,83700,868824,2020,912
淮安市,4550.0,83198,4,121328,948625,2021,1451
淮安市,4742.0,83745,8,132248,959612,2022,1987
淮安市,5015.0,98732,10,186115,1037664,2023,2665
深圳市,17502.8634,205511,0,2143182,2885520,2015,7816
深圳市,19492.6012,272958,0,4035240,4147269,2016,10740
深圳市,22490.0586,520046,0,3518252,5090971,2017,14132
深圳市,24221.9771,568029,3,5549817,5844504,2018,17869
深圳市,26927.0,478024,6,5484249,7165514,2019,22125
深圳市,27670.0,347573,15,3366341,8509360,2020,28399
深圳市,30665.0,278615,27,3822518,9645583,2021,43678
深圳市,32388.0,282077,39,4587417,9489438,2022,60964
深圳市,34606.0,485924,41,4549353,10014474,2023,81820
清远市,1277.857,43475,0,28613,545837,2015,36
清远市,1387.7104,55861,0,49942,710229,2016,50
清远市,1469.3383,68975,0,40026,684717,2017,63
清远市,1565.1949,73304,2,57419,690305,2018,85
清远市,1698.0,74895,4,84106,839230,2019,117
清远市,1777.0,73841,10,78477,871091,2020,182
清远市,2007.0,62932,12,36829,903235,2021,299
清远市,2032.0,63357,14,25343,924816,2022,427
清远市,2120.0,90864,11,25305,1005843,2023,596
温州市,4618.0766,118818,0,119951,1478788,2015,690
温州市,5101.5586,139849,0,134104,1624404,2016,859
温州市,5411.59,146370,3,157623,1791419,2017,1084
温州市,6006.1616,160106,5,182536,1889937,2018,1407
温州市,6606.0,140153,9,235282,2067136,2019,1912
温州市,6871.0,135310,9,277741,2206497,2020,3662
温州市,7585.0,126994,11,326411,2322735,2021,5162
温州市,8030.0,134083,12,380168,2572359,2022,6612
